filename,hypothesis,overall-score,decoder-score,lm-score,ctc-score
vijje_Stress_L1_008.wav,BEFORE,-14.9452543258667,-0.19051778316497803,-14.765361785888672,-0.15510088205337524
vijje_Stress_L1_012.wav,MAGNIFICENTLY,-20.730480194091797,-1.516842007637024,-15.76611614227295,-13.008584022521973
vijje_Stress_L2_001.wav,THE RIGHT PLACE,-19.794147491455078,-2.4334592819213867,-17.615869522094727,-1.5828591585159302
vijje_Stress_L2_003.wav,NOT TO ME,-20.60573959350586,-5.60069465637207,-15.314910888671875,-4.567809104919434
vijje_Stress_L2_005.wav,GOOD BYE,-17.495868682861328,-1.9908851385116577,-16.04354476928711,-0.195685476064682
vijje_Stress_L2_006.wav,GOOD MORNING,-15.139090538024902,-0.2606307864189148,-14.91603946685791,-0.13536357879638672
vijje_Stress_L2_007.wav,IVE GONE PAST,-37.13821029663086,-9.179170608520508,-22.364063262939453,-27.8290958404541
vijje_Stress_L2_008.wav,GONE BACK,-16.615455627441406,-0.20649224519729614,-16.453733444213867,-0.05726086348295212
vijje_Stress_L2_009.wav,THEN MEN,-18.205322265625,-0.616284966468811,-17.457382202148438,-1.0551319122314453
vijje_Stress_L3_001.wav,BLACK AND WHITE,-14.885982513427734,-0.2589278221130371,-14.640250205993652,-0.2149435132741928
vijje_Stress_L4_001.wav,IT IS GONE,-19.608535766601562,-3.3333547115325928,-14.775876998901367,-8.331040382385254
vijje_Stress_L4_004.wav,I WAS HERE,-16.802202224731445,-0.3561704158782959,-16.538105010986328,-0.04925654083490372
vijje_Stress_L4_005.wav,SHES HOME,-16.299087524414062,-0.38743776082992554,-15.844320297241211,-0.6118727922439575
vijje_Stress_L4_006.wav,SHES AT HOME,-16.5129451751709,-0.47312408685684204,-16.13047218322754,-0.17095166444778442
vijje_Stress_L4_009.wav,WHAT IS SHE,-16.135177612304688,-0.856256902217865,-15.224372863769531,-1.0380805730819702
vishal1_Stress_L1_003.wav,THE LILY,-22.426183700561523,-6.335453510284424,-15.139654159545898,-9.50570297241211
vishal1_Stress_L1_008.wav,THEREFORE,-14.973881721496582,-0.3484266400337219,-13.654557228088379,-3.5847532749176025
vishal1_Stress_L2_001.wav,THE RIGHT PLACE,-23.614694595336914,-5.27300500869751,-17.615869522094727,-7.692407131195068
vishal1_Stress_L2_003.wav,NOT ME,-14.993583679199219,-0.6940580606460571,-13.394761085510254,-3.709937810897827
vishal1_Stress_L2_005.wav,GOOD BYE,-16.565916061401367,-0.36785778403282166,-16.04354476928711,-0.8829029202461243
vishal1_Stress_L2_006.wav,GOOD MORNING,-15.154434204101562,-0.24829119443893433,-14.91603946685791,-0.215301051735878
vishal1_Stress_L2_007.wav,GUNPAST,-25.98276138305664,-3.85162353515625,-21.418169021606445,-6.228185176849365
vishal1_Stress_L2_008.wav,GONE BACK,-16.61503028869629,-0.21863749623298645,-16.453733444213867,-0.027505449950695038
vishal1_Stress_L2_009.wav,TEN MEN,-18.3188533782959,-0.2042165994644165,-18.146175384521484,-0.09908386319875717
vishal1_Stress_L3_001.wav,BLACK AND WHITE,-19.964418411254883,-3.5515730381011963,-14.640250205993652,-9.460225105285645
vishal1_Stress_L4_001.wav,THE SCHOOL,-24.2193603515625,-10.251370429992676,-14.57592487335205,-8.2249174118042
vishal1_Stress_L4_004.wav,ALMOSIA,-30.209049224853516,-9.68601131439209,-21.245468139648438,-7.2779107093811035
vishal1_Stress_L4_005.wav,SAYS TOM,-20.01620101928711,-1.182892918586731,-18.43181800842285,-2.521198272705078
vishal1_Stress_L4_006.wav,SAYS I TOM,-28.64449691772461,-7.077641487121582,-20.901813507080078,-9.294448852539062
vishal1_Stress_L4_029.wav,T A S,-30.501829147338867,-10.416695594787598,-17.918560028076172,-17.63861083984375
vishal1_Stress_L4_033.wav,TAKE IT TO JOHNSON,-24.890823364257812,-0.41311755776405334,-24.568082809448242,-0.11185834556818008
